Operation,CallCount,TotalTimeMs,AverageTimeMs,MedianTimeMs,MinTimeMs,MaxTimeMs
"CompareXmlFilesAsync",1000,100473,100.47,14.00,6,3006
"Compare_Objects",1000,31319,31.32,1.00,0,657
"Apply_Config_Settings",1000,10760,10.76,4.00,0,889
"Parallel_Comparison",1,3695,3695.00,3695.00,3695,3695
"Compare_File_116",1,3021,3021.00,3021.00,3021,3021
"Compare_File_122",1,2998,2998.00,2998.00,2998,2998
"Compare_File_120",1,2997,2997.00,2997.00,2997,2997
"Compare_File_118",1,2992,2992.00,2992.00,2992,2992
"Compare_File_121",1,2992,2992.00,2992.00,2992,2992
"Compare_File_124",1,2978,2978.00,2978.00,2978,2978
"Compare_File_131",1,2965,2965.00,2965.00,2965,2965
"Compare_File_140",1,2933,2933.00,2933.00,2933,2933
"Compare_File_117",1,2510,2510.00,2510.00,2510,2510
"Compare_File_382",1,1430,1430.00,1430.00,1430,1430
"Compare_File_106",1,1367,1367.00,1367.00,1367,1367
"Compare_File_104",1,1363,1363.00,1363.00,1363,1363
"Compare_File_105",1,1360,1360.00,1360.00,1360,1360
"Compare_File_636",1,1277,1277.00,1277.00,1277,1277
"Compare_File_188",1,1079,1079.00,1079.00,1079,1079
"Compare_File_187",1,1074,1074.00,1074.00,1074,1074
"Pattern_Analysis",1,1068,1068.00,1068.00,1068,1068
"Compare_File_704",1,1062,1062.00,1062.00,1062,1062
"Compare_File_705",1,1062,1062.00,1062.00,1062,1062
"Compare_File_512",1,1019,1019.00,1019.00,1019,1019
"Compare_File_111",1,987,987.00,987.00,987,987
"Compare_File_518",1,984,984.00,984.00,984,984
"Compare_File_517",1,981,981.00,981.00,981,981
"Compare_File_503",1,960,960.00,960.00,960,960
"Compare_File_344",1,946,946.00,946.00,946,946
"Compare_File_516",1,902,902.00,902.00,902,902
"Compare_File_444",1,842,842.00,842.00,842,842
"Compare_File_186",1,836,836.00,836.00,836,836
"Compare_File_193",1,813,813.00,813.00,813,813
"Compare_File_10",1,758,758.00,758.00,758,758
"Compare_File_11",1,756,756.00,756.00,756,756
"Compare_File_12",1,751,751.00,751.00,751,751
"Compare_File_13",1,751,751.00,751.00,751,751
"Compare_File_15",1,748,748.00,748.00,748,748
"Compare_File_14",1,747,747.00,747.00,747,747
"Compare_File_805",1,730,730.00,730.00,730,730
"Compare_File_806",1,730,730.00,730.00,730,730
"Compare_File_494",1,698,698.00,698.00,698,698
"Compare_File_185",1,696,696.00,696.00,696,696
"Compare_File_493",1,695,695.00,695.00,695,695
"Compare_File_170",1,693,693.00,693.00,693,693
"Compare_File_818",1,687,687.00,687.00,687,687
"Compare_File_182",1,686,686.00,686.00,686,686
"Compare_File_667",1,671,671.00,671.00,671,671
"Compare_File_824",1,668,668.00,668.00,668,668
"Compare_File_184",1,666,666.00,666.00,666,666
"Compare_File_509",1,664,664.00,664.00,664,664
"Compare_File_825",1,663,663.00,663.00,663,663
"Compare_File_827",1,661,661.00,661.00,661,661
"Compare_File_192",1,660,660.00,660.00,660,660
"Compare_File_826",1,660,660.00,660.00,660,660
"Compare_File_828",1,658,658.00,658.00,658,658
"Compare_File_511",1,654,654.00,654.00,654,654
"Compare_File_833",1,654,654.00,654.00,654,654
"Compare_File_115",1,652,652.00,652.00,652,652
"Compare_File_829",1,651,651.00,651.00,651,651
"Compare_File_830",1,647,647.00,647.00,647,647
"Compare_File_831",1,647,647.00,647.00,647,647
"Compare_File_832",1,644,644.00,644.00,644,644
"Compare_File_507",1,643,643.00,643.00,643,643
"Compare_File_834",1,641,641.00,641.00,641,641
"Compare_File_515",1,637,637.00,637.00,637,637
"Compare_File_189",1,637,637.00,637.00,637,637
"Compare_File_514",1,636,636.00,636.00,636,636
"Compare_File_510",1,635,635.00,635.00,635,635
"Compare_File_190",1,634,634.00,634.00,634,634
"Compare_File_191",1,633,633.00,633.00,633,633
"Compare_File_513",1,627,627.00,627.00,627,627
"Compare_File_373",1,534,534.00,534.00,534,534
"Compare_File_380",1,495,495.00,495.00,495,495
"Compare_File_52",1,480,480.00,480.00,480,480
"Compare_File_377",1,472,472.00,472.00,472,472
"Compare_File_23",1,472,472.00,472.00,472,472
"Compare_File_378",1,464,464.00,464.00,464,464
"Compare_File_381",1,464,464.00,464.00,464,464
"Compare_File_699",1,462,462.00,462.00,462,462
"Compare_File_22",1,457,457.00,457.00,457,457
"Compare_File_21",1,446,446.00,446.00,446,446
"Compare_File_702",1,441,441.00,441.00,441,441
"Compare_File_51",1,435,435.00,435.00,435,435
"Compare_File_703",1,431,431.00,431.00,431,431
"Compare_File_114",1,431,431.00,431.00,431,431
"Compare_File_388",1,420,420.00,420.00,420,420
"Compare_File_709",1,409,409.00,409.00,409,409
"Compare_File_708",1,409,409.00,409.00,409,409
"Compare_File_707",1,387,387.00,387.00,387,387
"Compare_File_384",1,349,349.00,349.00,349,349
"Compare_File_386",1,344,344.00,344.00,344,344
"Compare_File_112",1,343,343.00,343.00,343,343
"Compare_File_107",1,328,328.00,328.00,328,328
"Compare_File_108",1,326,326.00,326.00,326,326
"Compare_File_731",1,325,325.00,325.00,325,325
"Compare_File_110",1,321,321.00,321.00,321,321
"Deserialize_Old_SoapEnvelope",1000,320,0.32,0.00,0,27
"Compare_File_113",1,315,315.00,315.00,315,315
"Compare_File_879",1,264,264.00,264.00,264,264
"Compare_File_537",1,261,261.00,261.00,261,261
"Compare_File_706",1,242,242.00,242.00,242,242
"Compare_File_8",1,226,226.00,226.00,226,226
"Compare_File_7",1,225,225.00,225.00,225,225
"Compare_File_443",1,220,220.00,220.00,220,220
"Compare_File_97",1,147,147.00,147.00,147,147
"Compare_File_947",1,146,146.00,146.00,146,146
"Compare_File_422",1,140,140.00,140.00,140,140
"Compare_File_6",1,131,131.00,131.00,131,131
"Compare_File_5",1,130,130.00,130.00,130,130
"Compare_File_236",1,126,126.00,126.00,126,126
"Compare_File_4",1,124,124.00,124.00,124,124
"Compare_File_3",1,123,123.00,123.00,123,123
"Compare_File_2",1,121,121.00,121.00,121,121
"Compare_File_0",1,120,120.00,120.00,120,120
"Compare_File_1",1,120,120.00,120.00,120,120
"Compare_File_9",1,116,116.00,116.00,116,116
"Compare_File_983",1,112,112.00,112.00,112,112
"Compare_File_103",1,105,105.00,105.00,105,105
"Compare_File_312",1,100,100.00,100.00,100,100
"Compare_File_276",1,99,99.00,99.00,99,99
"Compare_File_343",1,95,95.00,95.00,95,95
"Compare_File_101",1,95,95.00,95.00,95,95
"Compare_File_635",1,90,90.00,90.00,90,90
"Compare_File_717",1,87,87.00,87.00,87,87
"Compare_File_972",1,86,86.00,86.00,86,86
"Compare_File_478",1,85,85.00,85.00,85,85
"Compare_File_317",1,84,84.00,84.00,84,84
"Compare_File_793",1,69,69.00,69.00,69,69
"Compare_File_102",1,67,67.00,67.00,67,67
"Compare_File_567",1,67,67.00,67.00,67,67
"Compare_File_109",1,66,66.00,66.00,66,66
"Compare_File_995",1,65,65.00,65.00,65,65
"Compare_File_167",1,65,65.00,65.00,65,65
"Compare_File_347",1,63,63.00,63.00,63,63
"Compare_File_807",1,63,63.00,63.00,63,63
"Compare_File_404",1,61,61.00,61.00,61,61
"Compare_File_868",1,59,59.00,59.00,59,59
"Compare_File_217",1,58,58.00,58.00,58,58
"Compare_File_936",1,57,57.00,57.00,57,57
"Compare_File_618",1,55,55.00,55.00,55,55
"Compare_File_62",1,55,55.00,55.00,55,55
"Compare_File_765",1,54,54.00,54.00,54,54
"Clone_Old_SoapEnvelope",1000,53,0.05,0.00,0,5
"Compare_File_923",1,52,52.00,52.00,52,52
"Compare_File_86",1,51,51.00,51.00,51,51
"Compare_File_100",1,51,51.00,51.00,51,51
"Compare_File_46",1,50,50.00,50.00,50,50
"Compare_File_887",1,50,50.00,50.00,50,50
"Compare_File_75",1,48,48.00,48.00,48,48
"Compare_File_311",1,48,48.00,48.00,48,48
"Compare_File_912",1,47,47.00,47.00,47,47
"Compare_File_91",1,46,46.00,46.00,46,46
"Compare_File_33",1,46,46.00,46.00,46,46
"Compare_File_999",1,45,45.00,45.00,45,45
"Compare_File_951",1,45,45.00,45.00,45,45
"Compare_File_235",1,43,43.00,43.00,43,43
"Compare_File_901",1,43,43.00,43.00,43,43
"Compare_File_468",1,43,43.00,43.00,43,43
"Compare_File_366",1,42,42.00,42.00,42,42
"Compare_File_961",1,41,41.00,41.00,41,41
"Compare_File_628",1,41,41.00,41.00,41,41
"Compare_File_286",1,41,41.00,41.00,41,41
"Compare_File_325",1,41,41.00,41.00,41,41
"Compare_File_71",1,40,40.00,40.00,40,40
"Compare_File_855",1,40,40.00,40.00,40,40
"Compare_File_917",1,40,40.00,40.00,40,40
"Compare_File_782",1,39,39.00,39.00,39,39
"Compare_File_580",1,39,39.00,39.00,39,39
"Compare_File_273",1,39,39.00,39.00,39,39
"Compare_File_119",1,39,39.00,39.00,39,39
"Compare_File_465",1,38,38.00,38.00,38,38
"Compare_File_20",1,38,38.00,38.00,38,38
"Compare_File_843",1,37,37.00,37.00,37,37
"Compare_File_653",1,37,37.00,37.00,37,37
"Compare_File_157",1,36,36.00,36.00,36,36
"Compare_File_687",1,36,36.00,36.00,36,36
"Compare_File_617",1,36,36.00,36.00,36,36
"Compare_File_415",1,36,36.00,36.00,36,36
"Compare_File_400",1,35,35.00,35.00,35,35
"Compare_File_438",1,35,35.00,35.00,35,35
"Compare_File_448",1,35,35.00,35.00,35,35
"Compare_File_605",1,35,35.00,35.00,35,35
"Compare_File_261",1,34,34.00,34.00,34,34
"Compare_File_206",1,34,34.00,34.00,34,34
"Compare_File_39",1,33,33.00,33.00,33,33
"Compare_File_742",1,33,33.00,33.00,33,33
"Compare_File_556",1,33,33.00,33.00,33,33
"Compare_File_716",1,32,32.00,32.00,32,32
"Compare_File_584",1,32,32.00,32.00,32,32
"Compare_File_666",1,32,32.00,32.00,32,32
"Compare_File_306",1,32,32.00,32.00,32,32
"Compare_File_475",1,32,32.00,32.00,32,32
"Compare_File_300",1,31,31.00,31.00,31,31
"Compare_File_595",1,31,31.00,31.00,31,31
"Compare_File_979",1,31,31.00,31.00,31,31
"Compare_File_491",1,31,31.00,31.00,31,31
"Compare_File_292",1,31,31.00,31.00,31,31
"Compare_File_817",1,30,30.00,30.00,30,30
"Compare_File_301",1,30,30.00,30.00,30,30
"Compare_File_931",1,30,30.00,30.00,30,30
"Compare_File_464",1,30,30.00,30.00,30,30
"Compare_File_644",1,30,30.00,30.00,30,30
"Compare_File_383",1,30,30.00,30.00,30,30
"Compare_File_944",1,30,30.00,30.00,30,30
"Compare_File_678",1,29,29.00,29.00,29,29
"Compare_File_756",1,29,29.00,29.00,29,29
"Compare_File_553",1,29,29.00,29.00,29,29
"Semantic_Analysis",1,29,29.00,29.00,29,29
"Compare_File_783",1,29,29.00,29.00,29,29
"Compare_File_302",1,29,29.00,29.00,29,29
"Compare_File_546",1,29,29.00,29.00,29,29
"Compare_File_789",1,28,28.00,28.00,28,28
"Compare_File_94",1,28,28.00,28.00,28,28
"Compare_File_801",1,28,28.00,28.00,28,28
"Compare_File_164",1,28,28.00,28.00,28,28
"Compare_File_839",1,28,28.00,28.00,28,28
"Compare_File_456",1,28,28.00,28.00,28,28
"Compare_File_482",1,28,28.00,28.00,28,28
"Compare_File_409",1,27,27.00,27.00,27,27
"Compare_File_647",1,27,27.00,27.00,27,27
"Compare_File_720",1,27,27.00,27.00,27,27
"Compare_File_533",1,27,27.00,27.00,27,27
"Compare_File_254",1,26,26.00,26.00,26,26
"Compare_File_964",1,26,26.00,26.00,26,26
"Compare_File_346",1,26,26.00,26.00,26,26
"Compare_File_530",1,26,26.00,26.00,26,26
"Compare_File_396",1,26,26.00,26.00,26,26
"Compare_File_578",1,26,26.00,26.00,26,26
"Compare_File_303",1,26,26.00,26.00,26,26
"Compare_File_405",1,26,26.00,26.00,26,26
"Compare_File_202",1,26,26.00,26.00,26,26
"Compare_File_439",1,25,25.00,25.00,25,25
"Compare_File_98",1,25,25.00,25.00,25,25
"Compare_File_959",1,25,25.00,25.00,25,25
"Compare_File_47",1,25,25.00,25.00,25,25
"Compare_File_894",1,25,25.00,25.00,25,25
"Compare_File_563",1,25,25.00,25.00,25,25
"Compare_File_577",1,24,24.00,24.00,24,24
"Compare_File_958",1,24,24.00,24.00,24,24
"Compare_File_752",1,24,24.00,24.00,24,24
"Compare_File_900",1,24,24.00,24.00,24,24
"Compare_File_682",1,24,24.00,24.00,24,24
"Compare_File_800",1,24,24.00,24.00,24,24
"Compare_File_339",1,24,24.00,24.00,24,24
"Compare_File_54",1,24,24.00,24.00,24,24
"Compare_File_19",1,24,24.00,24.00,24,24
"Compare_File_735",1,24,24.00,24.00,24,24
"Compare_File_50",1,24,24.00,24.00,24,24
"Compare_File_543",1,23,23.00,23.00,23,23
"Compare_File_220",1,23,23.00,23.00,23,23
"Compare_File_662",1,23,23.00,23.00,23,23
"Compare_File_246",1,23,23.00,23.00,23,23
"Compare_File_95",1,23,23.00,23.00,23,23
"Compare_File_982",1,23,23.00,23.00,23,23
"Compare_File_952",1,23,23.00,23.00,23,23
"Compare_File_876",1,23,23.00,23.00,23,23
"Compare_File_81",1,23,23.00,23.00,23,23
"Compare_File_954",1,23,23.00,23.00,23,23
"Compare_File_74",1,23,23.00,23.00,23,23
"Compare_File_924",1,23,23.00,23.00,23,23
"Compare_File_338",1,22,22.00,22.00,22,22
"Compare_File_432",1,22,22.00,22.00,22,22
"Compare_File_757",1,22,22.00,22.00,22,22
"Compare_File_888",1,22,22.00,22.00,22,22
"Compare_File_899",1,22,22.00,22.00,22,22
"Compare_File_154",1,22,22.00,22.00,22,22
"Compare_File_613",1,22,22.00,22.00,22,22
"Compare_File_85",1,22,22.00,22.00,22,22
"Compare_File_83",1,22,22.00,22.00,22,22
"Compare_File_350",1,22,22.00,22.00,22,22
"Compare_File_274",1,22,22.00,22.00,22,22
"Compare_File_940",1,22,22.00,22.00,22,22
"Compare_File_600",1,22,22.00,22.00,22,22
"Compare_File_920",1,21,21.00,21.00,21,21
"Compare_File_492",1,21,21.00,21.00,21,21
"Compare_File_66",1,21,21.00,21.00,21,21
"Compare_File_331",1,21,21.00,21.00,21,21
"Compare_File_258",1,21,21.00,21.00,21,21
"Compare_File_299",1,21,21.00,21.00,21,21
"Compare_File_245",1,21,21.00,21.00,21,21
"Compare_File_911",1,21,21.00,21.00,21,21
"Compare_File_891",1,21,21.00,21.00,21,21
"Compare_File_609",1,21,21.00,21.00,21,21
"Compare_File_632",1,21,21.00,21.00,21,21
"Compare_File_875",1,21,21.00,21.00,21,21
"Compare_File_392",1,21,21.00,21.00,21,21
"Compare_File_488",1,21,21.00,21.00,21,21
"Compare_File_490",1,21,21.00,21.00,21,21
"Compare_File_727",1,21,21.00,21.00,21,21
"Compare_File_363",1,21,21.00,21.00,21,21
"Compare_File_780",1,21,21.00,21.00,21,21
"Compare_File_909",1,21,21.00,21.00,21,21
"Compare_File_145",1,21,21.00,21.00,21,21
"Compare_File_943",1,21,21.00,21.00,21,21
"Compare_File_539",1,21,21.00,21.00,21,21
"Compare_File_802",1,21,21.00,21.00,21,21
"Compare_File_893",1,21,21.00,21.00,21,21
"Compare_File_489",1,21,21.00,21.00,21,21
"Compare_File_136",1,20,20.00,20.00,20,20
"Compare_File_853",1,20,20.00,20.00,20,20
"Compare_File_341",1,20,20.00,20.00,20,20
"Compare_File_64",1,20,20.00,20.00,20,20
"Compare_File_534",1,20,20.00,20.00,20,20
"Compare_File_504",1,20,20.00,20.00,20,20
"Compare_File_976",1,20,20.00,20.00,20,20
"Compare_File_32",1,20,20.00,20.00,20,20
"Compare_File_747",1,20,20.00,20.00,20,20
"Compare_File_89",1,20,20.00,20.00,20,20
"Compare_File_713",1,20,20.00,20.00,20,20
